CODA Motion Analysis Text

Time	Markers																											
Time	Marker 09.X	Marker 09.Y	Marker 09.Z	9.V	Marker 10.X	Marker 10.Y	Marker 10.Z	10.V	Marker 11.X	Marker 11.Y	Marker 11.Z	11.V	Marker 12.X	Marker 12.Y	Marker 12.Z	12.V	Marker 13.X	Marker 13.Y	Marker 13.Z	13.V	Marker 14.X	Marker 14.Y	Marker 14.Z	14.V	Marker 15.X	Marker 15.Y	Marker 15.Z	15.V
(s)	(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	
22.296	-18.970	-678.643	-1.566	1	-0.087	0.229	-0.148	1	1041.229	0.186	0.219	1	0.000	0.000	0.000	0	554.699	-484.548	188.771	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.301	-18.773	-678.678	-0.766	1	0.069	0.060	0.112	1	1041.061	0.760	-1.485	1	0.000	0.000	0.000	0	554.407	-484.246	188.088	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.306	-18.923	-678.598	-1.668	1	0.020	0.125	0.103	1	1040.872	-0.382	1.695	1	0.000	0.000	0.000	0	553.977	-484.512	189.467	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.311	-18.813	-678.742	-1.559	1	0.192	-0.557	1.258	1	1041.239	0.004	1.134	1	0.000	0.000	0.000	0	553.859	-484.442	190.311	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.316	-18.801	-678.896	-0.710	1	0.225	-0.222	0.863	1	1041.440	0.429	-1.009	1	0.000	0.000	0.000	0	553.196	-484.426	189.908	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.321	-18.832	-678.788	-0.959	1	-0.097	0.081	-0.056	1	1041.274	0.079	0.666	1	0.000	0.000	0.000	0	553.058	-484.441	190.778	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.326	-18.780	-678.872	-0.981	1	-0.224	0.599	-1.461	1	1041.079	-0.073	1.902	1	0.000	0.000	0.000	0	552.615	-484.309	191.610	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.331	-18.947	-678.735	-1.692	1	0.204	-0.141	0.624	1	1040.664	-0.438	2.553	1	0.000	0.000	0.000	0	552.192	-484.164	191.196	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.336	-18.974	-678.725	-1.626	1	-0.016	-0.005	-0.138	1	1041.062	0.025	-0.082	1	0.000	0.000	0.000	0	551.771	-483.922	191.289	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.341	-18.892	-678.559	-1.554	1	0.023	0.240	-0.041	1	1041.290	0.426	-0.645	1	0.000	0.000	0.000	0	551.150	-483.698	189.612	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.346	-18.917	-678.645	-1.772	1	-0.240	0.379	-0.914	1	1040.847	-0.279	0.883	1	0.000	0.000	0.000	0	550.854	-483.142	189.789	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.351	-18.965	-678.668	-1.812	1	-0.059	0.137	-0.184	1	1041.107	-0.252	1.277	1	0.000	0.000	0.000	0	550.308	-483.191	190.418	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.356	-18.860	-678.926	-0.500	1	0.089	-0.088	0.268	1	1041.018	-0.221	1.975	1	0.000	0.000	0.000	0	549.823	-483.333	191.976	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.361	-18.856	-678.680	-1.821	1	-0.160	0.311	-0.819	1	1041.577	1.006	-2.283	1	0.000	0.000	0.000	0	549.219	-482.798	190.604	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.366	-19.002	-678.417	-2.286	1	-0.132	0.269	-0.302	1	1040.852	-0.444	1.204	1	0.000	0.000	0.000	0	548.567	-483.008	192.623	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.371	-19.088	-678.633	-2.057	1	-0.043	0.148	0.046	1	1041.000	-0.310	1.162	1	0.000	0.000	0.000	0	548.064	-482.771	191.254	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.376	-18.900	-678.598	-2.093	1	0.177	-0.177	0.997	1	1041.058	-0.182	0.990	1	0.000	0.000	0.000	0	547.567	-482.917	193.659	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.381	-18.849	-678.682	-1.661	1	-0.149	0.420	-0.721	1	1040.840	-0.565	2.149	1	0.000	0.000	0.000	0	546.774	-482.457	193.159	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.386	-18.965	-678.566	-1.509	1	-0.073	0.224	-0.608	1	1041.346	0.543	-0.606	1	0.000	0.000	0.000	0	546.181	-482.347	193.252	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.391	-18.667	-678.845	-0.411	1	0.015	-0.140	0.576	1	1041.084	-0.192	0.646	1	0.000	0.000	0.000	0	545.293	-482.296	193.552	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.396	-18.931	-678.768	-1.513	1	0.085	-0.052	0.209	1	1041.143	-0.009	0.735	1	0.000	0.000	0.000	0	544.732	-482.121	195.438	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.401	-18.811	-678.691	-1.579	1	-0.054	-0.036	0.375	1	1040.890	-0.332	1.675	1	0.000	0.000	0.000	0	543.952	-481.800	193.348	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.406	-18.986	-678.644	-2.162	1	0.000	-0.028	-0.054	1	1040.641	-0.641	2.428	1	0.000	0.000	0.000	0	543.185	-481.815	194.206	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.411	-18.821	-678.671	-1.770	1	-0.008	0.236	-0.122	1	1041.095	0.471	-0.217	1	0.000	0.000	0.000	0	542.419	-481.070	191.819	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.416	-18.774	-678.635	-1.405	1	-0.052	0.331	-0.566	1	1041.155	0.310	-0.758	1	0.000	0.000	0.000	0	541.651	-481.386	193.940	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.421	-19.009	-678.570	-2.352	1	0.076	-0.293	0.556	1	1041.069	0.480	-0.319	1	0.000	0.000	0.000	0	540.759	-481.455	196.017	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.426	-19.119	-678.559	-2.250	1	0.008	0.323	-0.156	1	1040.906	-0.247	1.212	1	0.000	0.000	0.000	0	539.957	-481.608	197.120	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.431	-19.048	-678.634	-1.296	1	-0.087	0.101	-0.028	1	1041.076	0.032	0.996	1	0.000	0.000	0.000	0	539.174	-481.262	196.869	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.436	-18.683	-678.791	-0.550	1	0.127	-0.205	0.716	1	1040.911	-0.002	0.708	1	0.000	0.000	0.000	0	538.100	-481.153	197.517	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.441	-18.814	-678.685	-1.341	1	-0.051	0.059	0.433	1	1041.382	0.053	-0.263	1	0.000	0.000	0.000	0	537.312	-481.012	197.635	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.446	-18.929	-678.565	-1.747	1	-0.117	0.128	-0.187	1	1041.096	-0.223	1.175	1	0.000	0.000	0.000	0	536.413	-480.834	197.672	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.451	-18.712	-678.837	-0.557	1	0.154	-0.155	1.197	1	1041.107	0.417	-0.186	1	0.000	0.000	0.000	0	535.467	-480.647	198.195	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.456	-18.972	-678.599	-1.615	1	-0.069	0.338	-0.905	1	1041.101	0.275	-0.276	1	0.000	0.000	0.000	0	534.463	-480.563	198.684	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.461	-18.785	-678.850	-0.856	1	0.049	-0.074	0.811	1	1040.890	-0.328	1.617	1	0.000	0.000	0.000	0	533.518	-480.564	199.612	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.466	-18.802	-678.601	-1.305	1	-0.191	0.112	-0.474	1	1041.052	-0.121	1.164	1	0.000	0.000	0.000	0	532.608	-480.250	198.258	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.471	-18.921	-678.821	-1.059	1	0.091	-0.025	0.436	1	1040.692	-0.212	1.882	1	0.000	0.000	0.000	0	531.516	-480.203	199.478	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.476	-18.721	-678.805	-0.484	1	0.137	-0.335	1.174	1	1041.303	0.229	-0.545	1	0.000	0.000	0.000	0	530.541	-479.999	199.137	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.481	-18.896	-678.768	-1.133	1	0.012	-0.261	1.268	1	1041.154	0.421	0.434	1	0.000	0.000	0.000	0	529.383	-479.945	201.003	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.486	-18.984	-678.765	-1.422	1	-0.063	0.055	0.299	1	1041.140	0.581	-1.372	1	0.000	0.000	0.000	0	528.366	-479.915	200.905	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.491	-18.912	-678.749	-1.515	1	0.029	-0.146	0.010	1	1040.572	-0.151	2.409	1	0.000	0.000	0.000	0	527.363	-480.132	203.174	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.496	-18.715	-678.699	-0.754	1	-0.118	0.063	-0.148	1	1041.093	0.203	-0.778	1	0.000	0.000	0.000	0	526.357	-480.144	203.278	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.501	-18.771	-678.867	0.030	1	-0.038	0.137	-0.081	1	1040.938	-0.084	0.075	1	0.000	0.000	0.000	0	525.193	-479.610	203.918	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.506	-19.055	-678.592	-1.880	1	0.063	-0.135	0.391	1	1041.077	0.526	-0.430	1	0.000	0.000	0.000	0	524.006	-479.238	202.411	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.511	-18.895	-678.773	-1.019	1	-0.116	0.280	-0.137	1	1040.991	-0.354	1.239	1	0.000	0.000	0.000	0	522.928	-479.734	205.316	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.516	-19.168	-678.712	-3.051	1	0.013	-0.001	0.058	1	1041.058	-0.151	1.620	1	0.000	0.000	0.000	0	521.747	-479.412	204.350	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.521	-18.870	-678.598	-1.565	1	0.148	-0.199	0.859	1	1041.002	-0.398	0.857	1	0.000	0.000	0.000	0	520.500	-479.142	205.769	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.526	-18.850	-678.908	-0.178	1	0.101	-0.212	0.839	1	1041.190	0.336	-0.512	1	0.000	0.000	0.000	0	519.287	-479.194	205.943	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.531	-18.863	-678.707	-1.076	1	-0.027	-0.160	0.562	1	1040.971	-0.253	1.716	1	0.000	0.000	0.000	0	517.850	-478.752	206.367	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.536	-18.975	-678.597	-2.416	1	-0.115	0.332	-0.361	1	1041.189	0.023	0.263	1	0.000	0.000	0.000	0	516.648	-478.881	207.574	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.541	-18.628	-678.796	0.597	1	-0.044	0.439	-0.448	1	1041.144	-0.134	0.425	1	0.000	0.000	0.000	0	515.111	-478.346	207.749	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.546	-18.705	-678.730	-0.517	1	-0.281	0.551	-1.505	1	1041.083	-0.385	1.224	1	0.000	0.000	0.000	0	513.518	-478.170	207.156	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.551	-19.015	-678.639	-2.507	1	0.031	-0.134	0.990	1	1041.336	0.162	-0.014	1	0.000	0.000	0.000	0	512.173	-478.045	209.339	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.556	-18.623	-678.816	-0.517	1	0.108	-0.253	0.880	1	1040.869	-0.376	1.476	1	0.000	0.000	0.000	0	510.709	-477.483	207.315	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.561	-18.855	-678.829	-1.010	1	0.197	-0.326	1.119	1	1041.047	0.160	0.811	1	0.000	0.000	0.000	0	509.211	-477.777	209.883	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.566	-18.852	-678.722	-0.645	1	-0.022	0.255	-0.379	1	1041.069	0.454	0.607	1	0.000	0.000	0.000	0	507.872	-477.421	209.677	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.571	-18.988	-678.636	-1.496	1	0.126	-0.080	0.875	1	1041.115	0.068	0.611	1	0.000	0.000	0.000	0	506.571	-476.970	209.533	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.576	-18.875	-678.664	-1.867	1	-0.035	0.417	-0.712	1	1041.100	-0.096	0.652	1	0.000	0.000	0.000	0	504.916	-476.863	209.612	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.581	-18.773	-678.741	-1.404	1	-0.071	0.159	-0.047	1	1040.808	-0.238	1.555	1	0.000	0.000	0.000	0	503.594	-477.088	212.106	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.586	-18.752	-678.744	-0.948	1	-0.052	0.058	0.015	1	1041.514	0.785	-1.906	1	0.000	0.000	0.000	0	501.979	-476.603	212.142	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.591	-18.791	-678.855	-0.664	1	0.009	0.227	0.208	1	1041.191	0.122	0.056	1	0.000	0.000	0.000	0	500.525	-476.131	211.400	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.596	-18.747	-678.836	-0.915	1	0.042	-0.216	0.348	1	1041.205	0.259	-0.201	1	0.000	0.000	0.000	0	498.900	-475.956	211.824	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.601	-18.715	-678.749	-0.629	1	-0.153	0.312	-0.798	1	1041.457	0.897	-2.595	1	0.000	0.000	0.000	0	497.573	-475.859	213.131	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.606	-18.913	-678.612	-0.969	1	-0.190	0.280	-0.844	1	1040.808	-0.162	1.498	1	0.000	0.000	0.000	0	496.049	-475.548	212.982	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.611	-18.806	-678.734	-0.754	1	-0.056	0.014	-0.080	1	1040.739	-0.983	2.822	1	0.000	0.000	0.000	0	494.366	-475.113	213.906	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.616	-18.376	-678.986	1.122	1	0.150	-0.039	0.549	1	1040.880	-0.314	1.775	1	0.000	0.000	0.000	0	492.877	-475.092	213.731	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.621	-19.014	-678.631	-2.060	1	-0.092	0.252	-0.187	1	1040.794	-0.723	2.120	1	0.000	0.000	0.000	0	491.229	-474.564	213.715	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.626	-18.823	-678.734	-0.715	1	0.257	-0.453	1.257	1	1041.128	-0.315	1.862	1	0.000	0.000	0.000	0	489.711	-474.077	213.498	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.631	-19.026	-678.745	-2.026	1	-0.003	-0.014	-0.599	1	1040.829	-0.307	0.995	1	0.000	0.000	0.000	0	488.222	-474.215	216.437	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.636	-18.856	-678.759	-1.417	1	0.033	-0.015	0.534	1	1041.133	0.209	-0.230	1	0.000	0.000	0.000	0	486.560	-473.545	214.909	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.641	-19.031	-678.634	-1.966	1	-0.091	-0.161	0.106	1	1040.928	-0.357	0.309	1	0.000	0.000	0.000	0	484.698	-473.281	215.598	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.646	-18.847	-678.789	-0.552	1	-0.005	-0.009	0.419	1	1040.885	-0.021	1.057	1	0.000	0.000	0.000	0	482.938	-472.538	214.775	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.651	-18.678	-678.877	0.138	1	0.081	-0.108	0.621	1	1040.789	-0.389	1.991	1	0.000	0.000	0.000	0	481.361	-472.170	214.866	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.656	-18.561	-679.031	0.704	1	0.172	-0.403	1.225	1	1040.839	-0.403	1.990	1	0.000	0.000	0.000	0	479.603	-471.801	215.026	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.661	-18.735	-678.794	0.060	1	-0.095	-0.006	0.312	1	1041.108	0.017	-0.283	1	0.000	0.000	0.000	0	477.838	-471.735	216.989	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.666	-18.953	-678.852	-0.853	1	-0.067	0.434	-1.116	1	1040.857	0.134	0.566	1	0.000	0.000	0.000	0	475.894	-471.315	216.357	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.671	-18.731	-678.801	-0.358	1	0.147	-0.244	0.869	1	1040.969	-0.155	0.863	1	0.000	0.000	0.000	0	474.193	-470.874	216.844	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.676	-18.951	-678.751	-1.481	1	0.016	0.147	0.100	1	1041.199	0.155	-0.384	1	0.000	0.000	0.000	0	472.285	-470.481	216.638	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.681	-18.948	-678.621	-1.178	1	-0.120	0.297	-0.189	1	1041.005	0.212	0.874	1	0.000	0.000	0.000	0	470.388	-469.763	215.511	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.686	-18.982	-678.682	-1.334	1	-0.076	0.195	-0.197	1	1041.607	0.798	-1.113	1	0.000	0.000	0.000	0	468.543	-469.628	216.926	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.691	-18.880	-678.776	-0.475	1	-0.080	-0.005	0.459	1	1040.964	0.065	1.441	1	0.000	0.000	0.000	0	466.628	-469.154	217.076	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.696	-18.942	-678.777	-1.421	1	-0.102	0.172	-0.591	1	1040.897	-0.181	1.189	1	0.000	0.000	0.000	0	464.770	-468.595	216.060	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.701	-19.020	-678.690	-1.292	1	-0.006	0.104	-0.411	1	1041.015	-0.134	0.413	1	0.000	0.000	0.000	0	462.993	-468.214	216.208	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.706	-18.777	-678.917	0.530	1	0.202	-0.257	1.009	1	1040.593	-0.745	2.788	1	0.000	0.000	0.000	0	461.068	-468.050	216.646	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.711	-19.003	-678.711	-1.440	1	-0.027	0.274	0.119	1	1041.291	0.276	-0.563	1	0.000	0.000	0.000	0	459.296	-467.567	217.387	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.716	-18.996	-678.552	-1.943	1	0.151	-0.213	0.848	1	1041.310	-0.020	0.045	1	0.000	0.000	0.000	0	457.538	-467.359	217.773	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.721	-18.832	-678.711	-0.727	1	0.144	-0.036	0.620	1	1041.037	-0.298	0.787	1	0.000	0.000	0.000	0	455.505	-466.915	217.326	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.726	-18.968	-678.642	-0.502	1	-0.046	0.133	0.209	1	1041.474	0.665	-1.499	1	0.000	0.000	0.000	0	453.602	-466.250	216.586	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.731	-19.049	-678.575	-1.331	1	-0.039	0.012	0.291	1	1041.242	0.633	-1.083	1	0.000	0.000	0.000	0	451.720	-466.088	217.471	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.736	-18.664	-678.910	0.257	1	-0.086	0.005	0.071	1	1041.216	0.061	-0.655	1	0.000	0.000	0.000	0	449.741	-465.896	217.613	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.741	-18.943	-678.806	-0.544	1	0.141	-0.576	1.170	1	1041.200	0.352	-0.701	1	0.000	0.000	0.000	0	447.669	-465.019	215.788	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.746	-18.960	-678.865	-1.009	1	-0.060	0.128	0.058	1	1041.086	-0.106	0.490	1	0.000	0.000	0.000	0	445.827	-464.968	217.940	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.751	-19.068	-678.722	-0.906	1	0.125	-0.325	0.817	1	1040.848	-0.511	1.294	1	0.000	0.000	0.000	0	443.927	-464.647	217.397	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.756	-18.607	-678.899	0.607	1	0.054	-0.052	0.389	1	1041.248	0.006	-0.226	1	0.000	0.000	0.000	0	441.665	-464.130	217.563	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.761	-18.929	-678.715	-0.833	1	-0.123	0.198	-0.258	1	1040.933	-0.009	0.462	1	0.000	0.000	0.000	0	439.616	-463.515	216.271	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.766	-18.712	-678.919	0.543	1	-0.029	0.022	0.256	1	1040.867	-0.232	1.009	1	0.000	0.000	0.000	0	437.535	-463.361	217.728	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.771	-18.927	-678.696	-1.423	1	-0.073	-0.107	0.588	1	1040.637	-1.029	2.740	1	0.000	0.000	0.000	0	435.314	-462.919	217.731	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.776	-19.015	-678.690	-0.562	1	0.087	-0.057	0.734	1	1040.905	-0.274	1.006	1	0.000	0.000	0.000	0	433.162	-462.577	217.553	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.781	-18.971	-678.904	-0.461	1	0.093	-0.255	0.672	1	1040.919	-0.428	1.814	1	0.000	0.000	0.000	0	431.061	-462.076	217.354	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.786	-18.886	-678.804	-0.142	1	-0.098	0.267	-0.535	1	1041.005	0.165	0.077	1	0.000	0.000	0.000	0	428.748	-461.719	218.144	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.791	-18.794	-678.654	-0.852	1	0.003	-0.053	-0.001	1	1040.999	0.003	0.883	1	0.000	0.000	0.000	0	426.696	-461.087	218.007	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.796	-18.946	-678.654	-1.620	1	-0.123	0.358	-0.740	1	1041.296	0.431	-0.110	1	0.000	0.000	0.000	0	424.434	-460.583	216.926	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.801	-19.085	-678.506	-1.842	1	-0.037	0.141	-0.560	1	1040.862	-0.130	0.215	1	0.000	0.000	0.000	0	422.268	-460.446	217.585	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.806	-18.992	-678.627	-1.232	1	0.107	0.088	0.375	1	1040.869	-0.622	1.981	1	0.000	0.000	0.000	0	420.100	-459.982	217.582	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.811	-19.025	-678.668	-0.696	1	-0.056	0.021	-0.033	1	1040.969	-0.235	1.355	1	0.000	0.000	0.000	0	417.701	-459.819	217.938	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.816	-19.023	-678.813	-1.489	1	0.054	-0.308	0.409	1	1040.858	-0.101	0.896	1	0.000	0.000	0.000	0	415.669	-459.537	218.604	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.821	-18.975	-678.796	-0.505	1	0.145	-0.232	0.591	1	1041.641	1.019	-2.343	1	0.000	0.000	0.000	0	413.450	-459.210	219.398	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.826	-19.064	-678.658	-1.623	1	0.016	-0.188	0.420	1	1041.209	0.250	0.706	1	0.000	0.000	0.000	0	411.226	-458.625	218.124	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.831	-18.849	-678.737	-0.001	1	0.238	-0.389	1.109	1	1040.990	0.153	0.159	1	0.000	0.000	0.000	0	408.983	-457.938	217.778	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.836	-18.934	-678.707	-1.053	1	-0.256	0.481	-1.121	1	1040.906	-0.460	2.062	1	0.000	0.000	0.000	0	406.765	-458.195	219.702	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.841	-18.997	-678.684	-1.056	1	-0.063	-0.020	0.039	1	1041.042	-0.094	0.357	1	0.000	0.000	0.000	0	404.478	-457.453	218.456	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.846	-19.011	-678.738	-1.916	1	0.032	0.172	-0.259	1	1041.133	-0.136	0.653	1	0.000	0.000	0.000	0	402.378	-457.418	219.998	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.851	-18.932	-678.674	-2.262	1	0.085	-0.066	0.208	1	1040.955	0.221	-0.035	1	0.000	0.000	0.000	0	400.092	-456.972	219.529	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.856	-18.845	-678.781	-1.003	1	0.055	0.012	0.431	1	1041.101	0.115	0.228	1	0.000	0.000	0.000	0	398.098	-456.857	219.776	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.861	-19.135	-678.791	-1.633	1	0.083	0.045	-0.073	1	1041.295	0.336	-0.330	1	0.000	0.000	0.000	0	395.850	-456.199	219.311	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.866	-19.061	-678.507	-1.918	1	-0.180	0.242	-0.869	1	1040.919	-0.411	1.982	1	0.000	0.000	0.000	0	393.849	-456.212	218.860	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.871	-18.978	-678.963	-0.849	1	0.231	-0.252	0.827	1	1040.998	0.017	0.888	1	0.000	0.000	0.000	0	391.964	-455.779	219.462	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.876	-19.038	-678.753	-1.071	1	-0.144	0.181	-0.438	1	1041.285	0.563	-0.844	1	0.000	0.000	0.000	0	389.848	-455.449	218.636	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.881	-19.034	-678.765	-1.529	1	-0.071	0.354	-0.700	1	1041.429	0.250	-0.780	1	0.000	0.000	0.000	0	388.159	-455.603	220.658	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.886	-19.034	-678.731	-0.862	1	0.123	-0.219	0.505	1	1041.336	0.324	-0.804	1	0.000	0.000	0.000	0	386.232	-455.371	220.709	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.891	-19.164	-678.660	-1.931	1	0.106	-0.056	-0.035	1	1041.262	0.124	-0.042	1	0.000	0.000	0.000	0	384.558	-455.332	221.553	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.896	-19.155	-678.490	-2.545	1	0.080	-0.238	0.690	1	1041.250	0.161	0.257	1	0.000	0.000	0.000	0	382.689	-455.229	222.167	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.901	-19.056	-678.827	-1.240	1	-0.002	0.216	-0.246	1	1040.830	-0.340	1.865	1	0.000	0.000	0.000	0	381.187	-455.433	222.645	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.906	-19.213	-678.483	-2.326	1	-0.046	0.187	-0.238	1	1040.824	-0.416	0.758	1	0.000	0.000	0.000	0	379.614	-455.026	222.966	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.911	-19.072	-678.570	-1.965	1	-0.040	0.140	-0.331	1	1041.390	0.733	-1.565	1	0.000	0.000	0.000	0	377.542	-454.635	221.081	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
22.916	-18.915	-678.779	-0.909	1	-0.142	0.029	0.035	1	1041.112	0.109	-0.304	1	0.000	0.000	0.000	0	376.183	-454.856	221.636	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
