CODA Motion Analysis Text

Time	Markers																											
Time	Marker 09.X	Marker 09.Y	Marker 09.Z	9.V	Marker 10.X	Marker 10.Y	Marker 10.Z	10.V	Marker 11.X	Marker 11.Y	Marker 11.Z	11.V	Marker 12.X	Marker 12.Y	Marker 12.Z	12.V	Marker 13.X	Marker 13.Y	Marker 13.Z	13.V	Marker 14.X	Marker 14.Y	Marker 14.Z	14.V	Marker 15.X	Marker 15.Y	Marker 15.Z	15.V
(s)	(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	
0.001	-18.711	-678.987	0.656	1	0.085	0.103	0.354	1	1041.182	0.498	-1.005	1	0.000	0.000	0.000	0	315.095	-703.885	298.743	1	323.391	-701.907	290.679	1	0.000	0.000	0.000	0
0.006	-18.670	-678.952	0.525	1	0.227	-0.120	-0.208	1	1041.269	0.565	-0.891	1	0.000	0.000	0.000	0	315.069	-703.829	298.770	1	323.338	-701.993	290.768	1	0.000	0.000	0.000	0
0.011	-18.871	-678.821	-1.277	1	0.186	-0.153	0.121	1	1041.173	0.330	0.006	1	0.000	0.000	0.000	0	315.115	-703.976	298.775	1	323.422	-701.959	291.091	1	0.000	0.000	0.000	0
0.016	-18.856	-678.981	-0.541	1	-0.047	0.483	-0.787	1	1041.281	0.465	-0.662	1	0.000	0.000	0.000	0	315.146	-703.944	298.800	1	323.207	-701.808	289.975	1	0.000	0.000	0.000	0
0.021	-18.936	-678.838	-0.795	1	0.257	-0.395	0.942	1	1041.350	-0.070	-0.049	1	0.000	0.000	0.000	0	315.034	-703.941	298.872	1	323.288	-701.701	290.166	1	0.000	0.000	0.000	0
0.026	-18.976	-678.842	-1.061	1	0.022	0.281	-0.615	1	1041.226	1.018	-1.800	1	0.000	0.000	0.000	0	315.084	-703.909	298.936	1	323.461	-702.065	291.704	1	0.000	0.000	0.000	0
0.031	-18.841	-678.963	0.136	1	0.068	0.060	-0.005	1	1041.251	1.018	-1.393	1	0.000	0.000	0.000	0	315.173	-703.960	298.988	1	323.322	-701.847	289.784	1	0.000	0.000	0.000	0
0.036	-18.789	-678.835	-0.580	1	-0.267	0.684	-2.009	1	1041.129	0.203	-0.243	1	0.000	0.000	0.000	0	315.140	-703.924	298.972	1	323.206	-701.924	290.104	1	0.000	0.000	0.000	0
0.041	-18.939	-678.878	-0.971	1	0.087	-0.080	0.445	1	1040.715	-0.800	2.555	1	0.000	0.000	0.000	0	315.165	-703.893	298.951	1	323.540	-701.844	291.059	1	0.000	0.000	0.000	0
0.046	-18.855	-678.710	-0.936	1	-0.037	0.336	-0.649	1	1040.999	0.222	0.154	1	0.000	0.000	0.000	0	315.111	-703.913	298.872	1	323.518	-702.054	291.050	1	0.000	0.000	0.000	0
0.051	-19.187	-678.639	-2.175	1	-0.041	0.268	-0.658	1	1041.134	-0.262	0.703	1	0.000	0.000	0.000	0	315.139	-703.930	298.717	1	323.448	-701.914	290.320	1	0.000	0.000	0.000	0
0.056	-19.024	-678.642	-1.604	1	0.050	-0.238	0.571	1	1041.318	0.417	-0.261	1	0.000	0.000	0.000	0	315.126	-703.923	298.885	1	323.461	-701.877	290.507	1	0.000	0.000	0.000	0
0.061	-19.272	-678.749	-2.020	1	0.109	-0.060	0.474	1	1041.414	0.444	-1.817	1	0.000	0.000	0.000	0	315.178	-703.995	298.922	1	323.485	-701.876	290.694	1	0.000	0.000	0.000	0
0.066	-18.762	-678.874	-0.241	1	0.094	0.066	-0.627	1	1041.337	0.618	-0.899	1	0.000	0.000	0.000	0	315.161	-704.037	298.985	1	323.393	-701.802	290.175	1	0.000	0.000	0.000	0
0.071	-18.789	-678.900	-0.681	1	0.279	-0.407	0.710	1	1041.058	0.250	0.481	1	0.000	0.000	0.000	0	315.236	-703.983	299.045	1	323.451	-701.925	290.270	1	0.000	0.000	0.000	0
0.076	-18.710	-678.915	-0.498	1	0.216	-0.302	1.235	1	1041.136	0.338	-0.722	1	0.000	0.000	0.000	0	315.146	-703.955	298.444	1	323.298	-701.806	290.441	1	0.000	0.000	0.000	0
0.081	-18.944	-678.959	-1.584	1	0.232	-0.235	0.552	1	1041.148	0.302	-0.172	1	0.000	0.000	0.000	0	315.102	-704.013	299.074	1	323.408	-701.896	290.063	1	0.000	0.000	0.000	0
0.086	-18.918	-678.932	-1.024	1	0.088	-0.217	0.603	1	1041.070	0.333	-0.296	1	0.000	0.000	0.000	0	315.116	-703.954	298.940	1	323.293	-701.901	290.874	1	0.000	0.000	0.000	0
0.091	-18.867	-678.827	-0.383	1	0.031	0.257	-0.661	1	1040.957	-0.618	1.348	1	0.000	0.000	0.000	0	315.074	-703.915	298.693	1	323.376	-702.186	291.329	1	0.000	0.000	0.000	0
0.096	-18.817	-678.730	-0.665	1	0.250	-0.298	0.863	1	1041.373	0.692	-1.751	1	0.000	0.000	0.000	0	315.081	-703.938	298.879	1	323.435	-701.950	290.788	1	0.000	0.000	0.000	0
0.101	-18.765	-678.842	-0.735	1	0.044	-0.035	-0.152	1	1041.070	-0.194	0.265	1	0.000	0.000	0.000	0	315.074	-703.897	298.647	1	323.332	-701.945	290.633	1	0.000	0.000	0.000	0
0.106	-19.021	-678.776	-1.891	1	-0.080	0.571	-1.491	1	1041.214	0.370	-0.012	1	0.000	0.000	0.000	0	315.116	-703.937	298.792	1	323.298	-701.844	289.716	1	0.000	0.000	0.000	0
0.111	-18.867	-678.807	-1.171	1	0.016	0.047	-0.306	1	1041.103	-0.275	1.078	1	0.000	0.000	0.000	0	315.115	-703.920	298.863	1	323.401	-701.791	290.153	1	0.000	0.000	0.000	0
0.116	-18.698	-678.921	0.113	1	0.040	0.271	0.046	1	1041.208	0.087	-0.141	1	0.000	0.000	0.000	0	315.132	-703.946	299.154	1	323.428	-701.904	290.655	1	0.000	0.000	0.000	0
0.121	-18.832	-678.744	-0.678	1	0.031	0.090	-0.088	1	1041.001	-0.288	0.843	1	0.000	0.000	0.000	0	315.131	-703.896	298.951	1	323.451	-701.961	290.997	1	0.000	0.000	0.000	0
0.126	-18.724	-678.855	-0.708	1	-0.052	0.161	-0.432	1	1041.317	0.349	-0.855	1	0.000	0.000	0.000	0	315.065	-703.824	298.338	1	323.295	-701.926	291.041	1	0.000	0.000	0.000	0
0.131	-18.579	-678.988	0.398	1	0.247	-0.140	0.679	1	1041.077	0.270	-0.084	1	0.000	0.000	0.000	0	315.144	-703.903	298.864	1	323.321	-701.606	289.395	1	0.000	0.000	0.000	0
0.136	-18.844	-678.813	-1.229	1	0.030	0.017	0.438	1	1041.252	-0.056	-0.802	1	0.000	0.000	0.000	0	315.134	-703.897	298.635	1	323.394	-701.807	290.155	1	0.000	0.000	0.000	0
0.141	-18.837	-678.955	-0.687	1	0.226	-0.071	0.667	1	1040.953	-0.328	1.248	1	0.000	0.000	0.000	0	315.065	-703.881	298.514	1	323.301	-701.746	290.039	1	0.000	0.000	0.000	0
0.146	-18.661	-678.831	-0.061	1	-0.025	0.309	-0.714	1	1041.245	0.417	-0.834	1	0.000	0.000	0.000	0	315.068	-703.903	298.421	1	323.358	-701.867	290.580	1	0.000	0.000	0.000	0
0.151	-18.701	-678.952	0.222	1	0.084	-0.159	0.023	1	1041.262	0.254	-0.751	1	0.000	0.000	0.000	0	315.081	-703.923	298.914	1	323.402	-702.009	290.971	1	0.000	0.000	0.000	0
0.156	-18.978	-678.718	-1.900	1	0.191	-0.092	0.350	1	1041.020	0.261	0.064	1	0.000	0.000	0.000	0	315.056	-704.058	299.364	1	323.259	-701.847	290.100	1	0.000	0.000	0.000	0
0.161	-18.871	-678.865	-0.500	1	0.071	0.009	-0.308	1	1041.298	0.196	-0.621	1	0.000	0.000	0.000	0	315.016	-703.952	298.852	1	323.421	-702.015	290.971	1	0.000	0.000	0.000	0
0.166	-18.735	-678.901	-0.192	1	0.012	0.057	-0.142	1	1041.143	-0.038	-0.069	1	0.000	0.000	0.000	0	315.033	-703.944	298.505	1	323.244	-702.052	290.277	1	0.000	0.000	0.000	0
0.171	-18.710	-678.801	-0.347	1	0.171	-0.172	0.832	1	1041.384	0.791	-1.505	1	0.000	0.000	0.000	0	314.995	-704.057	298.964	1	323.347	-701.938	290.715	1	0.000	0.000	0.000	0
0.176	-18.546	-679.081	1.156	1	0.108	0.187	0.009	1	1041.282	0.315	-0.420	1	0.000	0.000	0.000	0	315.019	-703.971	298.611	1	323.162	-701.980	289.840	1	0.000	0.000	0.000	0
0.181	-18.753	-678.922	-0.590	1	0.016	0.273	-0.187	1	1041.349	0.321	-0.042	1	0.000	0.000	0.000	0	315.044	-704.058	299.220	1	323.174	-701.964	290.671	1	0.000	0.000	0.000	0
0.186	-18.861	-678.890	-1.019	1	0.108	0.012	0.227	1	1041.291	0.182	-0.769	1	0.000	0.000	0.000	0	314.968	-703.990	298.451	1	323.301	-701.921	290.355	1	0.000	0.000	0.000	0
0.191	-18.820	-678.812	-0.887	1	0.152	-0.164	0.569	1	1040.981	0.007	0.665	1	0.000	0.000	0.000	0	315.035	-704.128	298.836	1	323.369	-702.040	291.000	1	0.000	0.000	0.000	0
0.196	-18.959	-678.830	-1.273	1	0.184	-0.066	0.463	1	1041.095	0.286	-0.184	1	0.000	0.000	0.000	0	315.064	-704.113	299.115	1	323.266	-701.858	290.379	1	0.000	0.000	0.000	0
0.201	-18.818	-678.768	-1.041	1	0.129	-0.104	0.156	1	1041.213	0.368	-0.620	1	0.000	0.000	0.000	0	315.080	-704.071	299.173	1	323.381	-702.213	291.160	1	0.000	0.000	0.000	0
0.206	-18.909	-678.877	-0.838	1	0.143	-0.075	0.681	1	1041.227	0.367	-0.609	1	0.000	0.000	0.000	0	315.122	-704.081	299.288	1	323.401	-702.181	291.700	1	0.000	0.000	0.000	0
0.211	-18.715	-678.790	-0.256	1	0.029	-0.181	0.443	1	1041.362	0.813	-1.683	1	0.000	0.000	0.000	0	315.017	-703.933	298.403	1	323.368	-701.984	290.552	1	0.000	0.000	0.000	0
0.216	-18.698	-678.753	-0.341	1	0.043	0.305	-0.460	1	1041.299	0.737	-1.746	1	0.000	0.000	0.000	0	315.030	-703.996	298.511	1	323.293	-701.917	290.747	1	0.000	0.000	0.000	0
0.221	-18.982	-678.662	-1.698	1	-0.014	-0.020	-0.136	1	1040.980	-0.025	0.760	1	0.000	0.000	0.000	0	315.026	-704.091	298.819	1	323.271	-701.934	290.236	1	0.000	0.000	0.000	0
0.226	-18.860	-678.824	-0.731	1	-0.037	0.037	-0.601	1	1040.781	-0.467	2.423	1	0.000	0.000	0.000	0	314.973	-704.045	298.377	1	323.318	-701.983	290.867	1	0.000	0.000	0.000	0
0.231	-18.622	-678.945	0.295	1	0.035	-0.114	-0.125	1	1041.049	0.333	-0.625	1	0.000	0.000	0.000	0	314.962	-704.048	298.885	1	323.369	-702.132	291.363	1	0.000	0.000	0.000	0
0.236	-18.878	-678.805	-0.945	1	0.095	0.124	-0.105	1	1041.151	0.183	0.269	1	0.000	0.000	0.000	0	315.011	-704.011	298.667	1	323.193	-702.020	291.215	1	0.000	0.000	0.000	0
0.241	-19.019	-678.668	-2.069	1	-0.043	0.203	-0.633	1	1041.038	0.743	-1.485	1	0.000	0.000	0.000	0	314.936	-704.008	299.020	1	323.172	-701.980	291.071	1	0.000	0.000	0.000	0
0.246	-18.995	-678.745	-1.647	1	0.081	0.005	-0.158	1	1041.101	0.425	-0.868	1	0.000	0.000	0.000	0	314.968	-703.985	298.837	1	323.200	-701.930	291.617	1	0.000	0.000	0.000	0
0.251	-18.876	-678.837	-1.075	1	0.069	0.228	-0.264	1	1040.971	-0.017	0.157	1	0.000	0.000	0.000	0	314.928	-703.954	298.648	1	323.077	-701.991	289.858	1	0.000	0.000	0.000	0
0.256	-18.951	-678.596	-1.753	1	0.116	-0.046	0.367	1	1041.267	0.547	-1.337	1	0.000	0.000	0.000	0	314.879	-703.927	298.618	1	323.137	-701.805	291.152	1	0.000	0.000	0.000	0
0.261	-18.936	-678.698	-1.120	1	0.045	0.172	-0.027	1	1040.924	-0.273	1.215	1	0.000	0.000	0.000	0	314.887	-703.930	298.730	1	323.258	-701.882	290.906	1	0.000	0.000	0.000	0
0.266	-18.820	-678.899	0.220	1	0.114	0.168	-0.169	1	1040.942	-0.167	1.625	1	0.000	0.000	0.000	0	314.913	-703.906	298.565	1	323.300	-701.891	290.834	1	0.000	0.000	0.000	0
0.271	-18.826	-678.798	-0.490	1	0.004	0.121	-0.277	1	1041.140	0.157	-0.461	1	0.000	0.000	0.000	0	314.914	-703.916	298.312	1	323.227	-701.891	290.521	1	0.000	0.000	0.000	0
0.276	-18.917	-678.853	-0.857	1	0.105	-0.045	0.344	1	1041.225	0.307	0.034	1	0.000	0.000	0.000	0	314.893	-703.839	298.667	1	323.214	-701.704	290.264	1	0.000	0.000	0.000	0
0.281	-18.954	-678.701	-1.560	1	0.139	-0.040	0.561	1	1041.253	0.547	-1.047	1	0.000	0.000	0.000	0	314.954	-704.012	299.023	1	323.141	-701.639	290.178	1	0.000	0.000	0.000	0
0.286	-18.869	-678.785	-1.030	1	0.097	-0.258	1.091	1	1040.772	-0.845	2.444	1	0.000	0.000	0.000	0	314.899	-703.944	298.460	1	323.176	-701.985	291.035	1	0.000	0.000	0.000	0
0.291	-18.819	-678.883	-0.825	1	0.046	0.160	-0.273	1	1040.835	-0.494	0.921	1	0.000	0.000	0.000	0	314.933	-704.089	299.117	1	323.138	-702.008	290.168	1	0.000	0.000	0.000	0
0.296	-18.788	-678.749	-0.468	1	-0.292	0.542	-1.481	1	1041.230	0.880	-1.197	1	0.000	0.000	0.000	0	314.898	-704.032	298.708	1	323.117	-701.933	289.567	1	0.000	0.000	0.000	0
0.301	-18.928	-678.800	-1.353	1	0.066	0.076	-0.151	1	1040.997	0.167	-0.088	1	0.000	0.000	0.000	0	314.876	-703.970	298.527	1	323.072	-702.111	290.960	1	0.000	0.000	0.000	0
0.306	-18.811	-678.880	-0.389	1	0.157	-0.047	-0.279	1	1041.088	-0.044	0.056	1	0.000	0.000	0.000	0	314.919	-703.979	298.923	1	323.135	-702.022	290.836	1	0.000	0.000	0.000	0
0.311	-19.023	-678.674	-1.722	1	-0.076	0.255	-0.362	1	1040.938	-0.006	0.507	1	0.000	0.000	0.000	0	314.872	-703.984	298.795	1	323.200	-701.939	290.646	1	0.000	0.000	0.000	0
0.316	-18.989	-678.758	-1.403	1	0.019	0.209	-0.597	1	1041.192	0.346	0.308	1	0.000	0.000	0.000	0	314.842	-704.081	298.853	1	323.160	-702.054	290.964	1	0.000	0.000	0.000	0
0.321	-18.863	-678.823	-0.790	1	-0.099	0.309	-0.385	1	1041.200	0.587	-0.960	1	0.000	0.000	0.000	0	314.914	-704.040	299.152	1	323.129	-701.933	290.404	1	0.000	0.000	0.000	0
0.326	-18.865	-678.841	-0.528	1	0.256	-0.410	1.413	1	1040.997	0.088	-0.483	1	0.000	0.000	0.000	0	314.931	-704.105	299.413	1	323.137	-702.004	291.155	1	0.000	0.000	0.000	0
0.331	-18.836	-678.840	-0.572	1	-0.056	0.181	-0.686	1	1040.906	-0.364	1.530	1	0.000	0.000	0.000	0	314.930	-704.111	299.228	1	323.152	-701.878	290.817	1	0.000	0.000	0.000	0
0.336	-18.895	-678.706	-1.760	1	0.262	-0.288	0.864	1	1041.070	0.001	0.696	1	0.000	0.000	0.000	0	314.871	-703.935	298.744	1	323.161	-701.908	289.985	1	0.000	0.000	0.000	0
0.341	-18.792	-678.957	-0.236	1	0.104	0.120	-0.117	1	1041.047	-0.186	0.619	1	0.000	0.000	0.000	0	314.940	-704.029	299.071	1	323.228	-702.023	290.826	1	0.000	0.000	0.000	0
0.346	-18.924	-678.804	-1.736	1	0.070	-0.206	0.365	1	1041.134	0.347	-0.609	1	0.000	0.000	0.000	0	314.986	-704.028	299.012	1	323.064	-701.837	290.300	1	0.000	0.000	0.000	0
0.351	-18.823	-678.902	-0.659	1	-0.038	0.117	-0.107	1	1040.982	0.025	0.791	1	0.000	0.000	0.000	0	315.041	-704.065	299.116	1	323.347	-702.111	291.829	1	0.000	0.000	0.000	0
0.356	-18.679	-678.997	0.071	1	0.089	-0.303	0.911	1	1041.034	-0.440	1.615	1	0.000	0.000	0.000	0	314.991	-704.047	299.047	1	323.168	-701.810	290.220	1	0.000	0.000	0.000	0
0.361	-18.822	-678.999	-0.134	1	-0.168	0.304	-1.291	1	1041.097	0.010	0.582	1	0.000	0.000	0.000	0	315.034	-703.929	298.806	1	323.251	-701.935	290.462	1	0.000	0.000	0.000	0
0.366	-18.849	-678.849	-1.032	1	-0.027	-0.089	0.026	1	1041.347	0.250	-0.712	1	0.000	0.000	0.000	0	314.999	-704.034	298.869	1	323.213	-702.073	290.640	1	0.000	0.000	0.000	0
0.371	-18.871	-678.923	-1.053	1	0.102	-0.181	0.154	1	1041.361	-0.325	0.944	1	0.000	0.000	0.000	0	315.017	-704.138	299.340	1	323.097	-701.840	289.774	1	0.000	0.000	0.000	0
0.376	-19.224	-678.608	-2.480	1	0.108	-0.028	0.119	1	1041.384	-0.000	-0.149	1	0.000	0.000	0.000	0	314.982	-704.138	299.169	1	323.212	-701.963	290.779	1	0.000	0.000	0.000	0
0.381	-18.797	-678.803	-0.778	1	0.134	-0.041	0.482	1	1041.234	1.029	-1.130	1	0.000	0.000	0.000	0	314.901	-704.096	299.055	1	323.126	-701.921	289.895	1	0.000	0.000	0.000	0
0.386	-18.682	-678.813	0.240	1	-0.104	-0.088	-0.302	1	1041.115	0.410	-0.303	1	0.000	0.000	0.000	0	314.897	-704.055	298.928	1	323.051	-701.922	290.320	1	0.000	0.000	0.000	0
0.391	-18.937	-678.587	-1.718	1	-0.039	0.487	-1.252	1	1041.232	0.483	-0.241	1	0.000	0.000	0.000	0	314.896	-704.028	298.756	1	323.131	-702.057	290.828	1	0.000	0.000	0.000	0
0.396	-18.802	-678.902	-0.290	1	-0.115	0.131	-0.373	1	1041.250	0.196	-0.168	1	0.000	0.000	0.000	0	314.831	-704.042	298.789	1	323.091	-701.793	289.881	1	0.000	0.000	0.000	0
0.401	-18.921	-678.639	-1.864	1	0.046	-0.071	0.252	1	1041.306	0.059	-0.212	1	0.000	0.000	0.000	0	314.800	-704.081	298.576	1	323.217	-702.043	290.359	1	0.000	0.000	0.000	0
0.406	-18.667	-678.873	-0.081	1	-0.089	0.097	0.076	1	1041.163	0.013	0.880	1	0.000	0.000	0.000	0	314.909	-704.094	299.088	1	323.099	-702.056	291.143	1	0.000	0.000	0.000	0
0.411	-18.846	-678.791	-0.794	1	0.122	0.116	0.171	1	1040.879	-0.247	1.533	1	0.000	0.000	0.000	0	314.889	-704.076	298.693	1	323.188	-701.969	290.501	1	0.000	0.000	0.000	0
0.416	-18.666	-678.978	0.075	1	-0.031	0.195	-0.151	1	1041.154	-0.054	0.309	1	0.000	0.000	0.000	0	314.891	-704.096	298.925	1	323.234	-702.139	291.180	1	0.000	0.000	0.000	0
0.421	-18.869	-678.749	-1.020	1	-0.048	0.165	-0.285	1	1040.742	-0.298	1.750	1	0.000	0.000	0.000	0	314.946	-703.969	298.217	1	323.200	-701.772	290.303	1	0.000	0.000	0.000	0
0.426	-18.866	-678.839	-0.742	1	0.017	0.315	-0.734	1	1041.226	0.388	-0.654	1	0.000	0.000	0.000	0	314.996	-704.148	298.772	1	323.300	-702.031	291.083	1	0.000	0.000	0.000	0
0.431	-18.771	-678.814	-0.652	1	-0.047	0.151	-0.574	1	1041.135	0.284	0.013	1	0.000	0.000	0.000	0	315.097	-704.115	299.084	1	323.352	-702.037	291.416	1	0.000	0.000	0.000	0
0.436	-18.845	-678.772	-0.956	1	0.007	-0.106	-0.101	1	1041.470	1.344	-3.170	1	0.000	0.000	0.000	0	315.183	-704.097	298.822	1	323.473	-702.117	290.955	1	0.000	0.000	0.000	0
0.441	-18.977	-678.686	-1.784	1	-0.181	0.320	-1.221	1	1040.829	-0.224	1.494	1	0.000	0.000	0.000	0	315.309	-704.174	299.255	1	323.460	-701.979	290.150	1	0.000	0.000	0.000	0
0.446	-18.877	-678.790	-1.024	1	-0.003	0.267	-0.638	1	1041.338	-0.625	1.254	1	0.000	0.000	0.000	0	315.385	-704.213	298.896	1	323.582	-702.048	290.605	1	0.000	0.000	0.000	0
0.451	-18.733	-678.982	0.001	1	0.029	0.045	-0.341	1	1040.780	-0.888	2.829	1	0.000	0.000	0.000	0	315.550	-704.216	299.718	1	323.747	-702.171	290.864	1	0.000	0.000	0.000	0
0.456	-18.988	-678.802	-1.184	1	0.070	-0.256	0.566	1	1040.779	-0.551	1.895	1	0.000	0.000	0.000	0	315.644	-704.169	299.236	1	323.735	-701.883	289.874	1	0.000	0.000	0.000	0
0.461	-18.896	-678.912	-0.310	1	0.021	0.278	-0.739	1	1041.031	0.531	-0.108	1	0.000	0.000	0.000	0	315.667	-704.144	298.727	1	323.940	-702.060	290.667	1	0.000	0.000	0.000	0
0.466	-18.665	-678.953	0.187	1	0.188	-0.282	0.929	1	1040.823	-0.235	1.724	1	0.000	0.000	0.000	0	315.782	-704.091	299.490	1	324.041	-701.943	290.853	1	0.000	0.000	0.000	0
0.471	-18.846	-678.991	0.058	1	0.076	-0.021	0.129	1	1040.964	0.308	-0.191	1	0.000	0.000	0.000	0	315.943	-704.033	299.128	1	324.148	-701.882	291.320	1	0.000	0.000	0.000	0
0.476	0.000	0.000	0.000	0	-0.028	0.139	-0.384	1	1040.837	-0.343	0.668	1	0.000	0.000	0.000	0	316.024	-703.956	299.305	1	324.190	-701.788	291.127	1	0.000	0.000	0.000	0
0.481	-18.876	-678.839	-0.563	1	-0.008	0.184	-0.270	1	1041.115	-0.061	-0.347	1	0.000	0.000	0.000	0	316.189	-703.864	299.251	1	324.560	-701.845	291.370	1	0.000	0.000	0.000	0
0.486	-18.833	-678.933	-0.123	1	0.139	-0.290	1.076	1	1041.060	0.257	0.409	1	0.000	0.000	0.000	0	316.413	-703.708	299.357	1	324.651	-701.758	291.108	1	0.000	0.000	0.000	0
0.491	-18.883	-678.886	-0.908	1	0.194	-0.244	0.790	1	1040.990	0.081	0.280	1	0.000	0.000	0.000	0	316.604	-703.647	299.507	1	324.941	-701.538	290.863	1	0.000	0.000	0.000	0
0.496	-19.042	-678.784	-1.216	1	-0.099	-0.093	0.294	1	1041.217	0.065	-0.151	1	0.000	0.000	0.000	0	316.889	-703.525	298.976	1	325.215	-701.613	292.348	1	0.000	0.000	0.000	0
0.501	-18.900	-678.768	-1.347	1	-0.059	0.018	-0.601	1	1041.112	-0.100	0.359	1	0.000	0.000	0.000	0	317.239	-703.435	299.560	1	325.516	-701.255	290.677	1	0.000	0.000	0.000	0
0.506	-18.719	-679.022	-0.392	1	-0.180	0.326	-1.256	1	1041.221	-0.008	0.636	1	0.000	0.000	0.000	0	317.569	-703.273	299.663	1	325.909	-701.216	290.644	1	0.000	0.000	0.000	0
0.511	-19.059	-678.671	-1.728	1	-0.225	0.294	-0.749	1	1041.034	0.014	0.724	1	0.000	0.000	0.000	0	318.032	-703.125	299.203	1	326.234	-701.175	291.507	1	0.000	0.000	0.000	0
0.516	-19.114	-678.719	-2.207	1	-0.293	0.453	-1.429	1	1041.031	-0.023	0.165	1	0.000	0.000	0.000	0	318.471	-703.009	299.352	1	326.606	-700.805	290.211	1	0.000	0.000	0.000	0
0.521	-18.928	-678.815	-1.121	1	0.025	-0.143	-0.060	1	1041.456	1.170	-2.037	1	0.000	0.000	0.000	0	318.905	-702.921	299.596	1	327.172	-700.964	291.720	1	0.000	0.000	0.000	0
0.526	-19.076	-678.659	-2.070	1	-0.090	0.139	-0.681	1	1041.022	0.107	0.243	1	0.000	0.000	0.000	0	319.348	-702.641	299.175	1	327.764	-700.694	291.472	1	0.000	0.000	0.000	0
0.531	-18.974	-678.614	-1.832	1	0.261	-0.310	1.249	1	1040.996	-0.122	0.917	1	0.000	0.000	0.000	0	319.868	-702.616	299.402	1	328.185	-700.696	291.851	1	0.000	0.000	0.000	0
0.536	-19.227	-678.538	-2.800	1	-0.119	0.365	-0.556	1	1041.099	0.117	-0.228	1	0.000	0.000	0.000	0	320.338	-702.538	299.787	1	328.741	-700.652	292.130	1	0.000	0.000	0.000	0
0.541	-18.920	-678.894	-1.085	1	0.120	0.126	-0.123	1	1041.522	0.925	-2.612	1	0.000	0.000	0.000	0	320.795	-702.357	299.621	1	329.202	-700.377	291.493	1	0.000	0.000	0.000	0
0.546	-18.918	-678.768	-0.733	1	0.084	-0.523	1.390	1	1040.907	0.229	0.587	1	0.000	0.000	0.000	0	321.345	-702.290	300.020	1	329.794	-700.394	292.304	1	0.000	0.000	0.000	0
0.551	-19.040	-678.644	-1.548	1	0.000	0.095	-0.160	1	1041.269	0.229	-1.099	1	0.000	0.000	0.000	0	321.856	-702.118	299.521	1	330.253	-700.178	292.315	1	0.000	0.000	0.000	0
0.556	-18.916	-678.716	-0.693	1	-0.040	0.271	-0.416	1	1041.161	0.376	-0.155	1	0.000	0.000	0.000	0	322.478	-702.023	300.459	1	330.831	-700.053	292.333	1	0.000	0.000	0.000	0
0.561	-18.936	-678.784	-1.121	1	0.071	0.055	0.052	1	1040.926	0.033	0.399	1	0.000	0.000	0.000	0	322.970	-701.807	300.015	1	331.318	-699.802	292.094	1	0.000	0.000	0.000	0
0.566	-18.864	-678.807	-0.626	1	0.200	-0.359	0.953	1	1041.234	-0.073	-0.136	1	0.000	0.000	0.000	0	323.574	-701.657	300.398	1	331.842	-699.432	291.653	1	0.000	0.000	0.000	0
0.571	-18.857	-678.781	-1.347	1	-0.089	0.347	-0.438	1	1041.014	0.238	0.288	1	0.000	0.000	0.000	0	324.131	-701.340	300.230	1	332.531	-699.583	292.529	1	0.000	0.000	0.000	0
0.576	-18.865	-678.737	-1.461	1	-0.038	0.185	-0.198	1	1040.729	-0.226	1.484	1	0.000	0.000	0.000	0	324.778	-701.248	300.577	1	333.019	-699.107	291.880	1	0.000	0.000	0.000	0
0.581	-18.965	-678.777	-1.578	1	-0.023	0.312	-0.439	1	1040.878	-0.197	0.769	1	0.000	0.000	0.000	0	325.408	-701.035	300.586	1	333.912	-699.383	293.147	1	0.000	0.000	0.000	0
0.586	-18.902	-678.950	-0.834	1	0.134	-0.005	0.152	1	1041.063	0.104	-0.426	1	0.000	0.000	0.000	0	326.124	-700.879	300.751	1	334.524	-699.158	293.578	1	0.000	0.000	0.000	0
0.591	-18.902	-678.826	-0.909	1	0.176	-0.246	1.037	1	1041.224	0.257	-0.389	1	0.000	0.000	0.000	0	326.818	-700.583	300.758	1	335.218	-698.633	293.033	1	0.000	0.000	0.000	0
0.596	-18.894	-678.828	-0.858	1	0.012	-0.063	-0.037	1	1040.991	-0.315	1.436	1	0.000	0.000	0.000	0	327.574	-700.364	300.920	1	335.892	-698.377	292.512	1	0.000	0.000	0.000	0
0.601	-19.094	-678.634	-1.944	1	0.260	-0.190	1.053	1	1041.141	-0.187	0.430	1	0.000	0.000	0.000	0	328.395	-700.161	301.101	1	336.729	-698.315	294.226	1	0.000	0.000	0.000	0
0.606	-18.865	-678.952	-0.194	1	-0.061	0.184	-0.462	1	1041.132	0.318	-0.277	1	0.000	0.000	0.000	0	329.211	-699.904	301.009	1	337.581	-698.000	293.057	1	0.000	0.000	0.000	0
0.611	-18.923	-678.734	-0.912	1	0.110	-0.012	0.101	1	1041.004	0.453	0.065	1	0.000	0.000	0.000	0	330.041	-699.682	301.459	1	338.343	-697.803	293.615	1	0.000	0.000	0.000	0
0.616	-18.783	-678.876	-0.817	1	-0.011	0.396	-0.954	1	1040.924	-0.563	1.438	1	0.000	0.000	0.000	0	330.990	-699.566	301.305	1	339.352	-697.530	293.673	1	0.000	0.000	0.000	0
