CODA Motion Analysis Text

Time	Markers																															
Time	Marker 05.X	Marker 05.Y	Marker 05.Z	5.V	Marker 06.X	Marker 06.Y	Marker 06.Z	6.V	Marker 07.X	Marker 07.Y	Marker 07.Z	7.V	Marker 08.X	Marker 08.Y	Marker 08.Z	8.V	Marker 09.X	Marker 09.Y	Marker 09.Z	9.V	Marker 10.X	Marker 10.Y	Marker 10.Z	10.V	Marker 11.X	Marker 11.Y	Marker 11.Z	11.V	Marker 12.X	Marker 12.Y	Marker 12.Z	12.V
(s)	(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	
0.001	381.835	-775.803	424.540	1	390.758	-784.560	426.748	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.732	-679.773	-0.163	1	-0.073	-0.034	1.520	1	1041.450	-0.324	0.654	1	0.000	0.000	0.000	0
0.006	384.319	-775.365	422.001	1	393.418	-784.269	427.854	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.711	-679.897	0.221	1	0.097	-0.395	2.303	1	1041.409	-0.120	0.892	1	0.000	0.000	0.000	0
0.011	387.003	-775.175	424.525	1	395.913	-784.078	428.234	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.515	-679.814	0.881	1	-0.064	0.016	1.036	1	1041.360	-0.340	0.032	1	0.000	0.000	0.000	0
0.016	389.434	-774.593	423.120	1	398.620	-783.629	427.455	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.655	-679.850	0.588	1	0.218	-0.322	2.589	1	1041.963	0.816	-2.244	1	0.000	0.000	0.000	0
0.021	392.167	-774.224	423.214	1	401.355	-783.211	428.038	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.596	-679.737	0.357	1	-0.197	0.056	0.595	1	1041.173	-0.211	1.474	1	0.000	0.000	0.000	0
0.026	394.805	-773.838	423.424	1	403.991	-782.716	427.354	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.670	-679.781	0.593	1	0.032	-0.384	2.124	1	1041.404	-0.202	0.459	1	0.000	0.000	0.000	0
0.031	397.640	-773.573	423.310	1	406.676	-782.616	427.607	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.799	-679.769	0.076	1	-0.063	-0.210	1.784	1	1041.614	-0.164	0.123	1	0.000	0.000	0.000	0
0.036	400.189	-773.219	423.550	1	409.323	-782.237	427.704	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.612	-679.786	0.347	1	0.064	-0.458	2.238	1	1041.409	0.126	0.637	1	0.000	0.000	0.000	0
0.041	402.870	-773.023	423.533	1	411.904	-781.937	427.192	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.579	-680.038	1.557	1	-0.075	-0.173	1.168	1	1041.321	-0.482	1.708	1	0.000	0.000	0.000	0
0.046	405.648	-772.497	422.797	1	414.622	-781.609	427.347	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.726	-679.677	-0.150	1	-0.077	-0.227	1.700	1	1041.402	0.004	0.072	1	0.000	0.000	0.000	0
0.051	408.435	-772.414	423.557	1	417.371	-781.448	427.662	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.635	-679.685	0.152	1	-0.102	0.086	1.190	1	1041.341	-0.564	1.934	1	0.000	0.000	0.000	0
0.056	410.987	-772.192	421.709	1	420.027	-781.143	426.731	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.636	-679.825	0.179	1	-0.204	0.121	0.748	1	1041.338	-0.307	1.257	1	0.000	0.000	0.000	0
0.061	413.735	-771.561	420.789	1	422.777	-780.875	426.193	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.769	-679.693	-0.109	1	0.003	-0.390	2.074	1	1041.275	-0.445	0.974	1	0.000	0.000	0.000	0
0.066	416.350	-771.326	421.546	1	425.458	-780.725	426.478	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.548	-679.829	0.717	1	-0.358	0.057	0.578	1	1041.774	0.198	-1.343	1	0.000	0.000	0.000	0
0.071	419.089	-771.065	422.042	1	428.160	-780.323	426.123	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-16.668	-679.736	0.261	1	-0.372	0.425	0.146	1	1041.404	-0.151	0.313	1	0.000	0.000	0.000	0
