CODA Motion Analysis Text

Time	Markers																															
Time	Marker 05.X	Marker 05.Y	Marker 05.Z	5.V	Marker 06.X	Marker 06.Y	Marker 06.Z	6.V	Marker 07.X	Marker 07.Y	Marker 07.Z	7.V	Marker 08.X	Marker 08.Y	Marker 08.Z	8.V	Marker 09.X	Marker 09.Y	Marker 09.Z	9.V	Marker 10.X	Marker 10.Y	Marker 10.Z	10.V	Marker 11.X	Marker 11.Y	Marker 11.Z	11.V	Marker 12.X	Marker 12.Y	Marker 12.Z	12.V
(s)	(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	
0.001	542.360	-361.016	369.628	1	553.300	-361.188	376.281	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.385	-679.098	-0.076	1	-0.189	-0.570	-0.036	1	1039.162	-0.035	-0.100	1	0.000	0.000	0.000	0
0.006	540.100	-361.314	370.408	1	551.037	-362.076	377.189	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.346	-679.106	0.017	1	-0.076	-0.239	-0.074	1	1039.086	0.348	-0.022	1	0.000	0.000	0.000	0
0.011	537.713	-361.342	370.978	1	548.604	-361.775	377.799	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.241	-678.244	-0.006	1	-0.309	-0.669	0.011	1	1039.162	0.005	-0.072	1	0.000	0.000	0.000	0
0.016	535.412	-361.272	371.662	1	546.179	-361.409	378.559	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.314	-678.591	0.005	1	-0.188	-0.240	-0.104	1	1039.206	-0.060	-0.088	1	0.000	0.000	0.000	0
0.021	532.978	-360.923	372.302	1	543.801	-361.533	379.276	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.394	-678.978	-0.097	1	-0.094	-0.097	-0.006	1	1039.075	0.699	-0.020	1	0.000	0.000	0.000	0
0.026	530.414	-361.120	373.068	1	541.247	-360.913	379.933	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.348	-678.706	-0.090	1	-0.040	0.219	0.020	1	1039.164	0.242	-0.046	1	0.000	0.000	0.000	0
0.031	527.796	-360.793	373.665	1	538.616	-360.226	380.736	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.433	-679.087	-0.185	1	-0.051	0.369	-0.031	1	1039.152	0.233	-0.105	1	0.000	0.000	0.000	0
0.036	525.153	-360.858	374.353	1	535.948	-361.170	381.518	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.426	-678.962	-0.086	1	-0.144	-0.104	-0.065	1	1039.177	0.139	-0.050	1	0.000	0.000	0.000	0
0.041	522.464	-361.225	375.188	1	533.149	-361.289	382.277	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0	-8.500	-679.405	-0.086	1	-0.098	0.513	-0.122	1	1039.163	0.311	-0.075	1	0.000	0.000	0.000	0
