CODA Motion Analysis Text

Time	Markers																											
Time	Marker 09.X	Marker 09.Y	Marker 09.Z	9.V	Marker 10.X	Marker 10.Y	Marker 10.Z	10.V	Marker 11.X	Marker 11.Y	Marker 11.Z	11.V	Marker 12.X	Marker 12.Y	Marker 12.Z	12.V	Marker 13.X	Marker 13.Y	Marker 13.Z	13.V	Marker 14.X	Marker 14.Y	Marker 14.Z	14.V	Marker 15.X	Marker 15.Y	Marker 15.Z	15.V
3.041	-18.772	-678.900	-1.183	1	0.086	0.337	-0.391	1	1041.102	-0.173	1.033	1	0.000	0.000	0.000	0	570.075	-602.370	252.050	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.046	-18.698	-678.955	-0.514	1	-0.003	0.065	-0.470	1	1041.189	-0.148	0.981	1	0.000	0.000	0.000	0	570.535	-601.213	252.779	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.051	-18.785	-678.779	-1.424	1	0.287	-0.200	0.774	1	1041.575	0.874	-2.400	1	0.000	0.000	0.000	0	570.832	-599.452	251.421	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.056	-18.766	-678.865	-0.966	1	0.081	0.039	0.208	1	1041.006	0.009	0.749	1	0.000	0.000	0.000	0	571.404	-597.795	250.719	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.061	-18.913	-678.703	-1.912	1	0.183	-0.167	0.581	1	1041.123	-0.292	0.935	1	0.000	0.000	0.000	0	571.729	-596.030	249.706	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.066	-18.933	-678.764	-2.177	1	-0.170	0.375	-1.173	1	1040.962	-0.204	0.936	1	0.000	0.000	0.000	0	572.182	-594.366	249.448	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.071	-18.834	-678.701	-1.695	1	0.051	0.422	-0.688	1	1041.281	0.336	0.442	1	0.000	0.000	0.000	0	572.521	-592.709	248.402	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.076	-18.800	-678.799	-1.417	1	-0.108	0.375	-0.678	1	1041.105	0.234	-0.191	1	0.000	0.000	0.000	0	572.863	-590.931	247.446	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.081	-18.755	-678.911	-0.672	1	0.119	0.131	-0.118	1	1041.171	0.269	-0.021	1	0.000	0.000	0.000	0	573.356	-589.345	247.649	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.086	-18.883	-678.697	-2.009	1	0.177	-0.007	0.208	1	1041.270	0.455	-0.936	1	0.000	0.000	0.000	0	573.467	-587.488	245.564	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.091	-18.933	-678.658	-2.298	1	0.137	0.034	-0.063	1	1041.348	0.579	-1.502	1	0.000	0.000	0.000	0	573.973	-586.034	246.117	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.096	-18.794	-678.934	-0.838	1	0.091	-0.199	0.177	1	1041.104	0.267	-0.357	1	0.000	0.000	0.000	0	574.147	-583.977	244.998	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.101	-18.742	-678.843	-0.918	1	0.091	0.091	0.307	1	1041.521	0.542	-2.058	1	0.000	0.000	0.000	0	574.381	-582.239	243.792	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.106	-18.662	-678.894	-0.417	1	0.141	-0.277	0.973	1	1041.184	0.163	0.240	1	0.000	0.000	0.000	0	574.653	-580.508	244.417	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.111	-18.844	-678.858	-1.103	1	0.146	0.047	0.457	1	1041.214	0.255	-1.082	1	0.000	0.000	0.000	0	574.876	-578.554	242.387	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.116	-18.932	-678.551	-2.396	1	-0.021	0.126	-0.240	1	1040.949	-0.564	1.376	1	0.000	0.000	0.000	0	574.863	-576.846	241.765	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.121	-18.881	-678.715	-1.873	1	0.134	0.122	0.059	1	1041.468	0.439	-1.057	1	0.000	0.000	0.000	0	575.209	-574.914	240.557	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.126	-18.892	-678.691	-1.376	1	0.113	-0.219	0.880	1	1041.317	-0.095	-0.489	1	0.000	0.000	0.000	0	575.381	-573.046	240.218	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.131	-19.000	-678.593	-2.436	1	0.162	-0.154	0.880	1	1041.104	-0.040	0.703	1	0.000	0.000	0.000	0	575.599	-571.127	237.906	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.136	-18.799	-678.733	-1.668	1	0.071	-0.218	0.512	1	1041.474	0.566	-1.118	1	0.000	0.000	0.000	0	575.815	-569.373	237.712	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.141	-18.824	-678.748	-1.819	1	0.001	0.116	-0.159	1	1041.141	-0.266	0.941	1	0.000	0.000	0.000	0	576.025	-567.679	236.223	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.146	-18.940	-678.626	-2.455	1	0.049	0.072	-0.213	1	1041.056	-0.180	1.486	1	0.000	0.000	0.000	0	576.213	-565.958	236.451	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.151	-18.904	-678.800	-1.706	1	-0.030	0.045	-0.460	1	1041.191	-0.491	1.000	1	0.000	0.000	0.000	0	576.297	-564.221	235.880	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.156	-18.778	-678.870	-0.895	1	0.151	0.067	0.073	1	1041.112	0.476	-0.984	1	0.000	0.000	0.000	0	576.511	-562.748	235.719	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.161	-18.975	-678.858	-1.185	1	-0.043	-0.047	-0.177	1	1040.881	-0.071	0.982	1	0.000	0.000	0.000	0	576.646	-561.027	235.343	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.166	-18.827	-678.581	-1.889	1	-0.023	-0.019	0.031	1	1041.102	-0.141	1.086	1	0.000	0.000	0.000	0	576.642	-559.222	233.584	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.171	-18.777	-678.784	-1.674	1	0.052	0.093	-0.040	1	1041.146	0.532	-0.368	1	0.000	0.000	0.000	0	576.857	-557.544	232.589	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.176	-18.779	-678.817	-1.120	1	-0.017	0.184	-0.068	1	1041.173	-0.204	0.422	1	0.000	0.000	0.000	0	576.839	-556.092	232.342	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.181	-18.944	-678.826	-1.380	1	-0.012	-0.194	0.372	1	1041.184	0.346	-0.539	1	0.000	0.000	0.000	0	576.956	-554.287	231.512	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.186	-18.613	-678.968	-0.535	1	0.066	-0.035	0.408	1	1041.088	0.110	-0.132	1	0.000	0.000	0.000	0	577.002	-552.578	229.964	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.191	-18.978	-678.629	-2.418	1	-0.036	0.079	-0.069	1	1041.087	-0.268	1.158	1	0.000	0.000	0.000	0	577.018	-550.784	228.225	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.196	-18.631	-678.823	-0.479	1	0.002	0.097	-0.157	1	1040.914	-0.370	1.966	1	0.000	0.000	0.000	0	577.176	-549.255	228.596	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.201	-18.870	-678.847	-1.647	1	0.099	-0.097	0.041	1	1041.337	0.018	0.057	1	0.000	0.000	0.000	0	577.235	-547.663	228.445	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.206	-18.721	-678.822	-1.166	1	0.214	-0.240	0.706	1	1041.552	1.026	-2.466	1	0.000	0.000	0.000	0	577.246	-546.070	227.447	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.211	-18.782	-678.722	-1.379	1	-0.039	0.281	-0.128	1	1040.927	-0.455	2.248	1	0.000	0.000	0.000	0	577.356	-544.477	226.289	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.216	-18.895	-678.695	-2.175	1	-0.233	0.714	-1.473	1	1041.313	-0.042	0.593	1	0.000	0.000	0.000	0	577.446	-542.718	224.690	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.221	-18.854	-678.704	-1.989	1	0.152	-0.022	0.462	1	1041.227	0.181	-0.877	1	0.000	0.000	0.000	0	577.527	-541.464	225.710	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.226	-18.818	-678.753	-1.442	1	0.010	-0.086	0.047	1	1041.410	1.067	-2.507	1	0.000	0.000	0.000	0	577.476	-540.070	224.764	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.231	-18.903	-678.776	-1.860	1	0.086	0.129	-0.065	1	1040.931	-0.464	0.938	1	0.000	0.000	0.000	0	577.606	-538.407	223.053	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.236	-18.634	-678.787	-0.436	1	0.024	-0.257	0.684	1	1041.257	0.048	0.195	1	0.000	0.000	0.000	0	577.700	-536.819	222.506	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.241	-19.050	-678.570	-2.194	1	0.167	-0.107	0.115	1	1040.534	-0.668	2.779	1	0.000	0.000	0.000	0	577.708	-535.589	221.975	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.246	-18.617	-678.776	-1.053	1	0.107	0.040	0.188	1	1041.530	0.406	-1.321	1	0.000	0.000	0.000	0	577.927	-534.175	221.422	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.251	-18.855	-678.686	-1.848	1	0.117	0.124	-0.228	1	1041.081	0.023	0.322	1	0.000	0.000	0.000	0	577.819	-532.855	221.168	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.256	-18.659	-678.602	-0.701	1	0.199	-0.203	0.934	1	1040.838	-0.658	2.445	1	0.000	0.000	0.000	0	578.008	-531.411	218.560	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.261	-18.868	-678.765	-1.472	1	0.149	-0.043	0.506	1	1041.245	-0.028	0.313	1	0.000	0.000	0.000	0	578.050	-530.187	218.792	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.266	-18.712	-678.872	-0.892	1	0.072	-0.176	0.704	1	1040.997	-0.321	0.968	1	0.000	0.000	0.000	0	578.138	-529.345	219.287	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.271	-19.030	-678.522	-3.107	1	0.055	0.315	-0.714	1	1041.021	-0.665	2.257	1	0.000	0.000	0.000	0	578.048	-527.905	217.956	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.276	-18.953	-678.692	-2.071	1	0.021	0.044	-0.204	1	1041.075	-0.512	1.252	1	0.000	0.000	0.000	0	578.159	-526.894	216.543	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.281	-18.754	-678.671	-2.444	1	0.269	-0.321	1.317	1	1041.346	0.352	-1.228	1	0.000	0.000	0.000	0	578.188	-525.288	214.772	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.286	-18.639	-678.878	-0.492	1	0.051	-0.067	0.102	1	1041.390	0.676	-1.889	1	0.000	0.000	0.000	0	578.284	-524.840	216.544	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.291	-18.765	-678.746	-1.902	1	-0.159	0.460	-0.934	1	1041.228	0.444	-0.571	1	0.000	0.000	0.000	0	578.413	-523.475	213.533	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.296	-18.882	-678.773	-1.393	1	0.192	-0.152	0.529	1	1041.092	-0.237	0.608	1	0.000	0.000	0.000	0	578.406	-522.430	212.077	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.301	-18.976	-678.575	-2.597	1	0.189	-0.275	1.006	1	1040.904	-0.886	3.061	1	0.000	0.000	0.000	0	578.400	-521.803	212.526	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.306	-18.683	-678.827	-0.852	1	0.042	0.262	-0.071	1	1041.039	-0.034	-0.002	1	0.000	0.000	0.000	0	578.535	-521.051	212.433	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.311	-18.796	-678.908	-0.897	1	0.036	0.148	-0.238	1	1041.506	0.998	-1.456	1	0.000	0.000	0.000	0	578.620	-520.259	212.475	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.316	-18.693	-678.732	-1.579	1	-0.003	-0.026	0.270	1	1041.199	0.321	-0.739	1	0.000	0.000	0.000	0	578.605	-519.437	211.321	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.321	-18.736	-678.785	-1.241	1	-0.151	0.150	-0.095	1	1041.049	0.140	-0.284	1	0.000	0.000	0.000	0	578.870	-518.740	211.053	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.326	-18.821	-678.680	-1.203	1	0.089	0.198	-0.265	1	1040.960	-0.426	1.700	1	0.000	0.000	0.000	0	578.882	-517.791	209.927	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.331	-18.752	-678.898	-0.930	1	0.257	-0.409	1.173	1	1041.218	0.331	-0.521	1	0.000	0.000	0.000	0	578.833	-516.894	208.505	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.336	-18.751	-678.725	-1.484	1	0.115	-0.178	0.420	1	1041.078	-0.291	0.630	1	0.000	0.000	0.000	0	579.051	-516.443	208.610	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.341	-18.912	-678.724	-1.736	1	0.115	-0.106	0.212	1	1041.196	0.233	0.453	1	0.000	0.000	0.000	0	579.132	-516.125	207.631	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.346	-18.698	-678.717	-0.792	1	0.024	0.112	0.231	1	1041.141	0.109	0.522	1	0.000	0.000	0.000	0	579.349	-515.875	208.404	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.351	-18.842	-678.785	-1.095	1	-0.141	0.471	-0.816	1	1041.320	0.415	-0.837	1	0.000	0.000	0.000	0	579.300	-514.994	207.227	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.356	-18.808	-678.682	-1.886	1	0.082	-0.018	0.283	1	1041.180	-0.225	1.101	1	0.000	0.000	0.000	0	579.424	-514.789	206.923	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.361	-18.695	-678.816	-1.032	1	0.204	-0.186	0.459	1	1040.931	-0.476	0.851	1	0.000	0.000	0.000	0	579.546	-514.623	206.844	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.366	-18.768	-678.763	-1.667	1	0.025	-0.076	0.145	1	1041.430	0.667	-1.456	1	0.000	0.000	0.000	0	579.517	-514.136	205.389	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.371	-18.796	-678.675	-1.157	1	-0.055	0.335	-0.546	1	1041.340	0.807	-2.069	1	0.000	0.000	0.000	0	579.747	-514.476	207.625	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.376	-18.605	-678.809	-0.504	1	-0.121	0.416	-0.793	1	1041.269	0.006	-0.219	1	0.000	0.000	0.000	0	579.735	-513.667	205.628	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.381	-18.862	-678.650	-1.861	1	0.245	-0.276	0.944	1	1040.892	-0.050	0.588	1	0.000	0.000	0.000	0	579.830	-513.938	206.786	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.386	-18.529	-678.935	0.050	1	-0.233	0.720	-1.714	1	1040.690	-0.752	2.613	1	0.000	0.000	0.000	0	580.007	-513.490	206.153	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.391	-18.647	-678.816	-0.524	1	0.103	-0.166	0.274	1	1041.056	0.135	0.037	1	0.000	0.000	0.000	0	579.848	-513.714	205.944	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.396	-18.929	-678.796	-1.531	1	-0.046	0.135	-0.220	1	1041.361	0.587	-0.317	1	0.000	0.000	0.000	0	580.009	-513.589	205.527	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.401	-18.994	-678.450	-2.794	1	-0.009	0.200	-0.216	1	1041.377	0.728	-1.472	1	0.000	0.000	0.000	0	580.001	-513.340	204.821	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.406	-18.847	-678.636	-1.798	1	0.207	-0.211	0.898	1	1041.327	0.408	-1.151	1	0.000	0.000	0.000	0	579.941	-513.318	204.959	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.411	-18.678	-678.897	-1.004	1	0.234	-0.164	0.411	1	1041.006	0.251	0.406	1	0.000	0.000	0.000	0	580.107	-513.273	205.364	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.416	-18.855	-678.612	-1.845	1	0.010	0.112	0.097	1	1041.360	0.606	-1.247	1	0.000	0.000	0.000	0	580.002	-513.088	203.860	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.421	-18.724	-678.777	-1.412	1	-0.034	0.213	-0.194	1	1041.263	0.716	-1.725	1	0.000	0.000	0.000	0	580.009	-513.285	204.500	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.426	-18.893	-678.725	-1.992	1	-0.068	0.354	-0.571	1	1040.989	0.166	-0.139	1	0.000	0.000	0.000	0	579.968	-513.247	204.148	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.431	-18.980	-678.649	-2.156	1	-0.171	0.316	-0.922	1	1040.688	-0.614	2.659	1	0.000	0.000	0.000	0	579.920	-513.091	203.336	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.436	-18.817	-678.792	-1.306	1	-0.123	0.306	-0.411	1	1041.003	-0.075	0.739	1	0.000	0.000	0.000	0	579.921	-513.649	205.037	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.441	-19.006	-678.642	-2.571	1	0.135	-0.099	0.571	1	1041.113	-0.184	0.741	1	0.000	0.000	0.000	0	579.967	-513.666	204.481	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.446	-18.810	-678.693	-1.568	1	-0.104	0.642	-1.116	1	1041.013	-0.208	1.147	1	0.000	0.000	0.000	0	579.796	-513.487	203.766	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.451	-18.921	-678.629	-1.991	1	0.231	-0.229	0.294	1	1041.273	0.204	-0.691	1	0.000	0.000	0.000	0	579.855	-514.070	205.968	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.456	-18.985	-678.782	-1.906	1	0.135	-0.186	0.810	1	1041.363	0.779	-0.768	1	0.000	0.000	0.000	0	579.757	-513.557	204.198	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.461	-19.005	-678.674	-2.161	1	0.154	0.078	0.300	1	1041.228	-0.111	-0.708	1	0.000	0.000	0.000	0	579.736	-513.648	203.007	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.466	-18.666	-678.823	-1.061	1	-0.083	0.264	-0.426	1	1041.019	0.009	0.088	1	0.000	0.000	0.000	0	579.750	-514.045	204.759	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.471	-18.665	-678.728	-0.849	1	-0.129	0.388	-0.999	1	1040.993	-0.347	0.977	1	0.000	0.000	0.000	0	579.591	-514.138	205.661	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.476	-18.871	-678.671	-1.653	1	-0.002	0.137	-0.064	1	1040.998	-0.123	0.507	1	0.000	0.000	0.000	0	579.545	-514.120	204.164	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.481	-18.831	-678.776	-1.582	1	-0.054	0.269	-0.474	1	1040.985	-0.348	1.431	1	0.000	0.000	0.000	0	579.360	-514.433	205.318	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.486	-18.985	-678.803	-2.354	1	0.014	0.037	0.124	1	1041.673	0.761	-1.670	1	0.000	0.000	0.000	0	579.385	-514.415	205.099	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.491	-19.060	-678.550	-2.786	1	0.187	-0.302	0.861	1	1041.203	0.009	-0.000	1	0.000	0.000	0.000	0	579.304	-514.579	205.252	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.496	-18.941	-678.699	-1.691	1	-0.175	0.353	-1.070	1	1041.126	-0.248	1.249	1	0.000	0.000	0.000	0	579.341	-514.348	203.436	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.501	-19.131	-678.522	-2.632	1	0.078	0.065	0.072	1	1041.193	-0.059	-0.053	1	0.000	0.000	0.000	0	579.256	-514.872	206.343	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.506	-18.755	-678.637	-1.668	1	0.086	-0.056	-0.059	1	1041.279	0.385	-0.567	1	0.000	0.000	0.000	0	579.038	-514.566	204.937	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.511	-18.864	-678.589	-1.991	1	-0.002	0.121	-0.408	1	1041.310	0.558	-1.347	1	0.000	0.000	0.000	0	579.025	-514.842	205.047	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.516	-18.769	-678.801	-1.179	1	0.063	0.017	-0.085	1	1041.372	0.666	-1.913	1	0.000	0.000	0.000	0	578.931	-515.022	206.327	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.521	-18.908	-678.664	-1.777	1	-0.081	0.146	-0.612	1	1041.371	0.239	-0.413	1	0.000	0.000	0.000	0	578.814	-515.054	206.172	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.526	-18.809	-678.679	-1.627	1	-0.003	-0.056	0.025	1	1041.375	0.543	-1.285	1	0.000	0.000	0.000	0	578.869	-515.495	207.844	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.531	-18.764	-678.718	-1.238	1	0.151	-0.321	0.748	1	1041.055	-0.051	0.321	1	0.000	0.000	0.000	0	578.626	-514.947	204.493	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.536	-18.972	-678.679	-2.344	1	0.144	-0.126	0.662	1	1041.263	0.349	-0.484	1	0.000	0.000	0.000	0	578.510	-514.977	204.896	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.541	-18.682	-678.785	-1.467	1	0.100	-0.203	0.731	1	1041.450	0.650	-1.831	1	0.000	0.000	0.000	0	578.422	-515.233	206.187	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.546	-18.955	-678.631	-2.443	1	0.158	-0.351	1.070	1	1040.902	-0.332	1.408	1	0.000	0.000	0.000	0	578.250	-515.385	206.226	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.551	-18.621	-678.866	-0.668	1	0.023	0.001	-0.394	1	1041.459	0.904	-2.052	1	0.000	0.000	0.000	0	578.299	-515.453	206.491	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.556	-18.850	-678.708	-1.650	1	-0.010	0.271	-0.276	1	1040.963	-0.333	0.841	1	0.000	0.000	0.000	0	578.111	-515.387	206.751	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.561	-18.933	-678.596	-2.083	1	-0.232	0.651	-1.547	1	1041.111	0.075	-0.027	1	0.000	0.000	0.000	0	577.900	-515.118	205.935	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.566	-19.158	-678.591	-3.071	1	0.251	-0.346	1.416	1	1040.976	-0.408	1.688	1	0.000	0.000	0.000	0	577.633	-514.993	205.594	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.571	-18.775	-678.769	-1.057	1	0.086	-0.157	0.751	1	1041.234	-0.382	1.325	1	0.000	0.000	0.000	0	577.489	-515.268	206.605	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.576	-18.820	-678.627	-1.949	1	0.222	-0.140	0.366	1	1041.114	-0.275	1.024	1	0.000	0.000	0.000	0	577.136	-515.069	205.403	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.581	-18.751	-678.640	-1.761	1	-0.023	0.350	-0.797	1	1041.152	-0.000	0.113	1	0.000	0.000	0.000	0	577.172	-515.018	207.149	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.586	-18.894	-678.760	-0.895	1	-0.202	0.294	-0.890	1	1041.005	-0.279	0.696	1	0.000	0.000	0.000	0	576.752	-514.962	207.107	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.591	-18.820	-678.756	-1.861	1	0.062	-0.014	0.391	1	1041.232	1.026	-2.208	1	0.000	0.000	0.000	0	576.498	-515.119	207.652	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.596	-18.688	-678.858	-0.475	1	0.050	-0.072	0.165	1	1041.244	-0.126	0.661	1	0.000	0.000	0.000	0	576.359	-515.319	208.379	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.601	-18.812	-678.831	-1.405	1	-0.110	0.387	-0.981	1	1041.144	-0.171	0.025	1	0.000	0.000	0.000	0	575.980	-514.982	208.356	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.606	-18.896	-678.587	-2.311	1	-0.003	0.402	-0.673	1	1041.661	0.672	-1.303	1	0.000	0.000	0.000	0	575.640	-514.963	208.005	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.611	-18.778	-678.654	-1.299	1	0.078	-0.003	0.255	1	1041.310	0.137	-0.206	1	0.000	0.000	0.000	0	575.434	-514.917	208.572	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.616	-19.053	-678.638	-2.795	1	0.116	-0.363	0.910	1	1040.999	-0.337	1.818	1	0.000	0.000	0.000	0	575.106	-514.774	208.604	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.621	-18.999	-678.634	-2.453	1	0.099	-0.180	0.435	1	1040.945	0.079	-0.694	1	0.000	0.000	0.000	0	574.868	-514.515	208.727	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.626	-18.917	-678.663	-2.029	1	0.047	0.136	-0.378	1	1041.280	0.445	-0.512	1	0.000	0.000	0.000	0	574.573	-514.108	207.089	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.631	-18.563	-678.952	-0.344	1	0.174	-0.107	0.073	1	1041.152	-0.027	-0.046	1	0.000	0.000	0.000	0	574.351	-514.219	207.367	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.636	-19.113	-678.627	-2.654	1	0.001	0.213	-0.440	1	1041.222	0.134	-0.288	1	0.000	0.000	0.000	0	574.061	-514.192	208.340	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.641	-18.645	-678.798	-1.102	1	-0.069	-0.031	0.140	1	1040.774	-0.953	2.131	1	0.000	0.000	0.000	0	573.831	-513.990	208.641	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.646	-18.820	-678.792	-0.894	1	-0.182	0.194	-1.363	1	1041.074	0.183	-0.121	1	0.000	0.000	0.000	0	573.580	-514.325	209.306	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.651	-18.980	-678.642	-1.955	1	-0.084	0.295	-0.805	1	1041.187	0.237	-0.176	1	0.000	0.000	0.000	0	573.411	-513.963	208.632	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.656	-18.858	-678.665	-1.435	1	0.035	0.115	-0.281	1	1041.446	0.910	-2.618	1	0.000	0.000	0.000	0	573.022	-514.073	210.162	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.661	-18.931	-678.589	-1.979	1	0.263	-0.237	0.941	1	1040.958	-0.209	0.712	1	0.000	0.000	0.000	0	572.788	-513.542	208.455	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
3.666	-19.001	-678.634	-2.130	1	-0.148	0.196	-0.677	1	1041.223	0.475	-0.731	1	0.000	0.000	0.000	0	572.444	-513.798	210.075	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
